wowie_rank,wowie_score,wowie_raw_score,topic_rank,topic_score,topic_raw_score,fun_rank,fun_score,fun_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,creativity_rank,creativity_score,creativity_raw_score
#540,2.733,2.733,#650,2.533,2.533,#480,2.933,2.933,#517,3.333,3.333,#599,2.533,2.533,#613,2.667,2.667,#277,3.467,3.467
#541,2.727,2.727,#554,2.818,2.818,#637,2.545,2.545,#210,3.909,3.909,#476,2.818,2.818,#473,3.000,3.000,#456,3.091,3.091
#541,2.727,2.727,#648,2.545,2.545,#414,3.091,3.091,#454,3.455,3.455,#434,2.909,2.909,#446,3.091,3.091,#591,2.818,2.818
#541,2.727,2.727,#790,2.091,2.091,#425,3.045,3.045,#492,3.364,3.364,#186,3.409,3.409,#298,3.455,3.455,#732,2.409,2.409
#541,2.727,2.727,#401,3.182,3.182,#669,2.455,2.455,#642,3.091,3.091,#434,2.909,2.909,#510,2.909,2.909,#248,3.545,3.545
#541,2.727,2.727,#449,3.091,3.091,#489,2.909,2.909,#69,4.182,4.182,#343,3.091,3.091,#228,3.636,3.636,#544,2.909,2.909
#546,2.724,2.724,#374,3.241,3.241,#389,3.138,3.138,#516,3.345,3.345,#698,2.172,2.172,#468,3.034,3.034,#466,3.069,3.069
#546,2.724,2.724,#345,3.310,3.310,#481,2.931,2.931,#716,2.897,2.897,#624,2.414,2.414,#359,3.310,3.310,#534,2.931,2.931
#548,2.718,2.718,#774,2.128,2.128,#383,3.154,3.154,#43,4.256,4.256,#320,3.128,3.128,#257,3.564,3.564,#448,3.103,3.103
#549,2.714,2.714,#481,3.000,3.000,#508,2.857,2.857,#318,3.714,3.714,#354,3.071,3.071,#586,2.714,2.714,#651,2.643,2.643
#549,2.714,2.714,#571,2.786,2.786,#569,2.714,2.714,#465,3.429,3.429,#665,2.286,2.286,#753,2.214,2.214,#241,3.571,3.571
#551,2.711,3.500,#675,2.453,3.167,#411,3.098,4.000,#689,2.969,3.833,#620,2.453,3.167,#543,2.840,3.667,#453,3.098,4.000
#551,2.711,3.500,#380,3.227,4.167,#512,2.840,3.667,#634,3.098,4.000,#410,2.969,3.833,#543,2.840,3.667,#618,2.711,3.500
#551,2.711,3.500,#446,3.098,4.000,#671,2.453,3.167,#560,3.227,4.167,#527,2.711,3.500,#682,2.453,3.167,#331,3.357,4.333
#551,2.711,3.500,#675,2.453,3.167,#671,2.453,3.167,#843,2.453,3.167,#653,2.324,3.000,#543,2.840,3.667,#580,2.840,3.667
#555,2.706,2.706,#282,3.471,3.471,#524,2.824,2.824,#558,3.235,3.235,#499,2.765,2.765,#159,3.824,3.824,#488,3.000,3.000
#556,2.700,2.700,#269,3.500,3.500,#529,2.800,2.800,#758,2.800,2.800,#285,3.200,3.200,#196,3.700,3.700,#407,3.200,3.200
#557,2.692,2.692,#670,2.462,2.462,#483,2.923,2.923,#199,3.923,3.923,#381,3.000,3.000,#151,3.846,3.846,#537,2.923,2.923
#558,2.688,4.250,#600,2.688,4.250,#758,2.214,3.500,#830,2.530,4.000,#642,2.372,3.750,#538,2.846,4.500,#751,2.372,3.750
#559,2.688,2.688,#362,3.250,3.250,#361,3.188,3.188,#226,3.875,3.875,#453,2.875,2.875,#458,3.063,3.063,#726,2.438,2.438
#560,2.687,3.800,#602,2.687,3.800,#575,2.687,3.800,#683,2.970,4.200,#537,2.687,3.800,#698,2.404,3.400,#587,2.828,4.000
#560,2.687,3.800,#686,2.404,3.400,#465,2.970,4.200,#683,2.970,4.200,#592,2.546,3.600,#548,2.828,4.000,#734,2.404,3.400
#560,2.687,3.800,#506,2.970,4.200,#684,2.404,3.400,#613,3.111,4.400,#921,1.273,1.800,#492,2.970,4.200,#637,2.687,3.800
#560,2.687,3.800,#547,2.828,4.000,#741,2.263,3.200,#747,2.828,4.000,#671,2.263,3.200,#604,2.687,3.800,#513,2.970,4.200
#560,2.687,3.800,#431,3.111,4.400,#629,2.546,3.600,#613,3.111,4.400,#537,2.687,3.800,#650,2.546,3.600,#375,3.253,4.600
#565,2.685,2.685,#524,2.907,2.907,#781,2.148,2.148,#83,4.148,4.148,#245,3.278,3.278,#309,3.426,3.426,#357,3.296,3.296
#566,2.683,3.000,#419,3.130,3.500,#660,2.460,2.750,#814,2.571,2.875,#616,2.460,2.750,#608,2.683,3.000,#434,3.130,3.500
#566,2.683,3.000,#671,2.460,2.750,#750,2.236,2.500,#990,1.342,1.500,#577,2.571,2.875,#420,3.130,3.500,#384,3.242,3.625
#566,2.683,3.000,#751,2.236,2.500,#582,2.683,3.000,#602,3.130,3.500,#378,3.019,3.375,#335,3.354,3.750,#65,4.025,4.500
#566,2.683,3.000,#525,2.907,3.250,#660,2.460,2.750,#447,3.466,3.875,#540,2.683,3.000,#253,3.578,4.000,#596,2.795,3.125
#566,2.683,3.000,#563,2.795,3.125,#621,2.571,2.875,#335,3.690,4.125,#843,1.565,1.750,#914,1.565,1.750,#644,2.683,3.000
#571,2.682,2.682,#481,3.000,3.000,#562,2.727,2.727,#146,4.000,4.000,#547,2.682,2.682,#531,2.864,2.864,#653,2.636,2.636
#572,2.667,2.667,#404,3.167,3.167,#549,2.750,2.750,#659,3.000,3.000,#127,3.583,3.583,#213,3.667,3.667,#539,2.917,2.917
#572,2.667,2.667,#732,2.278,2.278,#402,3.111,3.111,#16,4.389,4.389,#328,3.111,3.111,#324,3.389,3.389,#441,3.111,3.111
#572,2.667,2.667,#70,4.000,4.000,#417,3.067,3.067,#230,3.867,3.867,#311,3.133,3.133,#633,2.600,2.600,#691,2.533,2.533
#572,2.667,2.667,#452,3.083,3.083,#639,2.542,2.542,#291,3.750,3.750,#503,2.750,2.750,#628,2.625,2.625,#539,2.917,2.917
#572,2.667,2.667,#183,3.722,3.722,#437,3.000,3.000,#349,3.667,3.667,#650,2.333,2.333,#767,2.167,2.167,#292,3.444,3.444
#577,2.660,2.660,#93,3.936,3.936,#437,3.000,3.000,#92,4.128,4.128,#569,2.596,2.596,#761,2.213,2.213,#787,2.255,2.255
#578,2.648,2.648,#302,3.426,3.426,#502,2.870,2.870,#235,3.852,3.852,#407,2.981,2.981,#793,2.074,2.074,#630,2.704,2.704
#579,2.647,2.647,#241,3.588,3.588,#336,3.235,3.235,#249,3.824,3.824,#645,2.353,2.353,#831,1.941,1.941,#254,3.529,3.529
#580,2.643,2.643,#375,3.238,3.238,#574,2.690,2.690,#722,2.857,2.857,#440,2.905,2.905,#305,3.429,3.429,#521,2.952,2.952
#580,2.643,2.643,#722,2.321,2.321,#585,2.679,2.679,#118,4.071,4.071,#381,3.000,3.000,#532,2.857,2.857,#675,2.571,2.571
#582,2.636,2.636,#618,2.636,2.636,#562,2.727,2.727,#583,3.182,3.182,#381,3.000,3.000,#298,3.455,3.455,#289,3.455,3.455
#583,2.635,2.778,#461,3.057,3.222,#644,2.530,2.667,#484,3.373,3.556,#465,2.846,3.000,#373,3.268,3.444,#522,2.951,3.111
#583,2.635,2.778,#516,2.951,3.111,#727,2.319,2.444,#587,3.162,3.333,#553,2.635,2.778,#731,2.319,2.444,#771,2.319,2.444
#583,2.635,2.778,#892,1.687,1.778,#560,2.741,2.889,#767,2.741,2.889,#90,3.689,3.889,#373,3.268,3.444,#700,2.530,2.667
#583,2.635,2.778,#621,2.635,2.778,#871,1.792,1.889,#484,3.373,3.556,#465,2.846,3.000,#409,3.162,3.333,#470,3.057,3.222
#587,2.634,2.634,#704,2.390,2.390,#437,3.000,3.000,#544,3.268,3.268,#566,2.610,2.610,#533,2.854,2.854,#725,2.439,2.439
#588,2.630,3.143,#579,2.749,3.286,#778,2.151,2.571,#566,3.227,3.857,#213,3.347,4.000,#244,3.586,4.286,#565,2.869,3.429
#588,2.630,3.143,#579,2.749,3.286,#342,3.227,3.857,#326,3.705,4.429,#555,2.630,3.143,#838,1.912,2.286,#507,2.988,3.571
#588,2.630,3.143,#504,2.988,3.571,#553,2.749,3.286,#511,3.347,4.000,#827,1.673,2.000,#570,2.749,3.286,#397,3.227,3.857
#588,2.630,3.143,#504,2.988,3.571,#648,2.510,3.000,#765,2.749,3.286,#555,2.630,3.143,#570,2.749,3.286,#507,2.988,3.571
#588,2.630,3.143,#144,3.825,4.571,#736,2.271,2.714,#566,3.227,3.857,#555,2.630,3.143,#435,3.108,3.714,#443,3.108,3.714
#593,2.625,2.625,#636,2.563,2.563,#528,2.813,2.813,#462,3.438,3.438,#453,2.875,2.875,#302,3.438,3.438,#530,2.938,2.938
#594,2.615,2.615,#649,2.538,2.538,#659,2.462,2.462,#763,2.769,2.769,#830,1.615,1.615,#297,3.462,3.462,#662,2.615,2.615
#595,2.611,2.611,#631,2.611,2.611,#567,2.722,2.722,#279,3.778,3.778,#588,2.556,2.556,#691,2.444,2.444,#343,3.333,3.333
#596,2.600,2.600,#440,3.100,3.100,#357,3.200,3.200,#528,3.300,3.300,#809,1.700,1.700,#845,1.900,1.900,#488,3.000,3.000
#596,2.600,2.600,#559,2.800,2.800,#691,2.400,2.400,#839,2.500,2.500,#531,2.700,2.700,#668,2.500,2.500,#488,3.000,3.000
#596,2.600,2.600,#105,3.900,3.900,#607,2.600,2.600,#419,3.500,3.500,#741,2.000,2.000,#521,2.900,2.900,#594,2.800,2.800
#596,2.600,2.600,#597,2.700,2.700,#298,3.300,3.300,#217,3.900,3.900,#381,3.000,3.000,#594,2.700,2.700,#707,2.500,2.500
#596,2.600,2.600,#530,2.900,2.900,#529,2.800,2.800,#758,2.800,2.800,#609,2.500,2.500,#238,3.600,3.600,#260,3.500,3.500
#601,2.588,2.588,#859,1.824,1.824,#572,2.706,2.706,#585,3.176,3.176,#615,2.471,2.471,#194,3.706,3.706,#605,2.765,2.765
#602,2.583,2.583,#303,3.417,3.417,#549,2.750,2.750,#469,3.417,3.417,#381,3.000,3.000,#547,2.833,2.833,#458,3.083,3.083
#603,2.582,3.333,#831,1.936,2.500,#340,3.227,4.167,#560,3.227,4.167,#853,1.549,2.000,#722,2.324,3.000,#580,2.840,3.667
#603,2.582,3.333,#446,3.098,4.000,#718,2.324,3.000,#806,2.582,3.333,#754,1.936,2.500,#889,1.678,2.167,#453,3.098,4.000
#603,2.582,3.333,#380,3.227,4.167,#570,2.711,3.500,#689,2.969,3.833,#338,3.098,4.000,#722,2.324,3.000,#515,2.969,3.833
#603,2.582,3.333,#509,2.969,3.833,#615,2.582,3.333,#560,3.227,4.167,#980,0.904,1.167,#496,2.969,3.833,#667,2.582,3.333
#607,2.571,2.875,#563,2.795,3.125,#660,2.460,2.750,#706,2.907,3.250,#867,1.453,1.625,#638,2.571,2.875,#644,2.683,3.000
#607,2.571,2.875,#476,3.019,3.375,#536,2.795,3.125,#554,3.242,3.625,#739,2.012,2.250,#420,3.130,3.500,#384,3.242,3.625
#607,2.571,2.875,#839,1.901,2.125,#536,2.795,3.125,#554,3.242,3.625,#677,2.236,2.500,#748,2.236,2.500,#434,3.130,3.500
#610,2.571,2.571,#590,2.714,2.714,#542,2.786,2.786,#496,3.357,3.357,#808,1.714,1.714,#564,2.786,2.786,#603,2.786,2.786
#610,2.571,2.571,#331,3.343,3.343,#626,2.571,2.571,#403,3.543,3.543,#665,2.286,2.286,#658,2.543,2.543,#407,3.200,3.200
#612,2.563,2.563,#914,1.563,1.563,#803,2.063,2.063,#341,3.688,3.688,#587,2.563,2.563,#853,1.875,1.875,#412,3.188,3.188
#612,2.563,2.563,#662,2.500,2.500,#785,2.125,2.125,#552,3.250,3.250,#871,1.438,1.438,#233,3.625,3.625,#468,3.063,3.063
#614,2.560,2.560,#828,1.960,1.960,#628,2.560,2.560,#526,3.320,3.320,#323,3.120,3.120,#429,3.120,3.120,#391,3.240,3.240
#615,2.556,2.556,#481,3.000,3.000,#593,2.644,2.644,#517,3.333,3.333,#567,2.600,2.600,#555,2.822,2.822,#533,2.933,2.933
#616,2.552,2.552,#685,2.414,2.414,#730,2.310,2.310,#646,3.069,3.069,#752,1.966,1.966,#778,2.138,2.138,#338,3.345,3.345
#617,2.550,2.550,#638,2.550,2.550,#477,2.950,2.950,#528,3.300,3.300,#381,3.000,3.000,#709,2.400,2.400,#472,3.050,3.050
#618,2.548,2.548,#481,3.000,3.000,#678,2.452,2.452,#641,3.097,3.097,#340,3.097,3.097,#473,3.000,3.000,#488,3.000,3.000
#619,2.546,3.600,#506,2.970,4.200,#575,2.687,3.800,#550,3.253,4.600,#408,2.970,4.200,#377,3.253,4.600,#637,2.687,3.800
#619,2.546,3.600,#686,2.404,3.400,#629,2.546,3.600,#613,3.111,4.400,#846,1.556,2.200,#431,3.111,4.400,#587,2.828,4.000
#619,2.546,3.600,#820,1.980,2.800,#575,2.687,3.800,#819,2.546,3.600,#592,2.546,3.600,#856,1.838,2.600,#781,2.263,3.200
#619,2.546,3.600,#431,3.111,4.400,#684,2.404,3.400,#747,2.828,4.000,#810,1.697,2.400,#821,1.980,2.800,#375,3.253,4.600
#623,2.545,2.545,#618,2.636,2.636,#637,2.545,2.545,#309,3.727,3.727,#292,3.182,3.182,#446,3.091,3.091,#653,2.636,2.636
#624,2.530,4.000,#651,2.530,4.000,#758,2.214,3.500,#725,2.846,4.500,#642,2.372,3.750,#714,2.372,3.750,#633,2.688,4.250
#625,2.530,2.667,#586,2.741,2.889,#596,2.635,2.778,#697,2.951,3.111,#766,1.897,2.000,#731,2.319,2.444,#729,2.424,2.556
#625,2.530,2.667,#316,3.373,3.556,#560,2.741,2.889,#648,3.057,3.222,#661,2.319,2.444,#789,2.108,2.222,#729,2.424,2.556
#625,2.530,2.667,#621,2.635,2.778,#727,2.319,2.444,#837,2.530,2.667,#511,2.741,2.889,#577,2.741,2.889,#318,3.373,3.556
#629,2.529,2.529,#460,3.059,3.059,#658,2.471,2.471,#535,3.294,3.294,#753,1.941,1.941,#459,3.059,3.059,#254,3.529,3.529
#630,2.526,2.526,#318,3.368,3.368,#602,2.632,2.632,#593,3.158,3.158,#613,2.474,2.474,#438,3.105,3.105,#526,2.947,2.947
#631,2.524,2.524,#481,3.000,3.000,#388,3.143,3.143,#185,3.952,3.952,#695,2.190,2.190,#809,2.048,2.048,#606,2.762,2.762
#632,2.520,2.520,#714,2.360,2.360,#568,2.720,2.720,#436,3.480,3.480,#381,3.000,3.000,#664,2.520,2.520,#679,2.560,2.560
#633,2.510,3.000,#284,3.466,4.143,#693,2.390,2.857,#382,3.586,4.286,#669,2.271,2.714,#838,1.912,2.286,#565,2.869,3.429
#633,2.510,3.000,#624,2.630,3.143,#553,2.749,3.286,#566,3.227,3.857,#505,2.749,3.286,#735,2.271,2.714,#565,2.869,3.429
#633,2.510,3.000,#655,2.510,3.000,#648,2.510,3.000,#621,3.108,3.714,#555,2.630,3.143,#872,1.793,2.143,#443,3.108,3.714
#633,2.510,3.000,#655,2.510,3.000,#693,2.390,2.857,#718,2.869,3.429,#555,2.630,3.143,#343,3.347,4.000,#610,2.749,3.286
#637,2.500,2.500,#235,3.600,3.600,#437,3.000,3.000,#378,3.600,3.600,#531,2.700,2.700,#272,3.500,3.500,#308,3.400,3.400
#637,2.500,2.500,#105,3.900,3.900,#607,2.600,2.600,#419,3.500,3.500,#685,2.200,2.200,#709,2.400,2.400,#707,2.500,2.500
#637,2.500,2.500,#332,3.333,3.333,#586,2.667,2.667,#517,3.333,3.333,#859,1.500,1.500,#613,2.667,2.667,#343,3.333,3.333
#637,2.500,2.500,#346,3.300,3.300,#529,2.800,2.800,#528,3.300,3.300,#664,2.300,2.300,#394,3.200,3.200,#665,2.600,2.600
#637,2.500,2.500,#481,3.000,3.000,#655,2.500,2.500,#517,3.333,3.333,#609,2.500,2.500,#720,2.333,2.333,#788,2.250,2.250
#637,2.500,2.500,#559,2.800,2.800,#655,2.500,2.500,#632,3.100,3.100,#531,2.700,2.700,#633,2.600,2.600,#775,2.300,2.300
#644,2.483,2.483,#438,3.103,3.103,#590,2.655,2.655,#434,3.483,3.483,#698,2.172,2.172,#630,2.621,2.621,#774,2.310,2.310
#645,2.476,2.476,#469,3.048,3.048,#646,2.524,2.524,#481,3.381,3.381,#381,3.000,3.000,#501,2.952,2.952,#427,3.143,3.143
#646,2.467,2.467,#881,1.733,1.733,#390,3.133,3.133,#305,3.733,3.733,#934,1.200,1.200,#855,1.867,1.867,#876,1.933,1.933
#647,2.464,2.464,#750,2.250,2.250,#542,2.786,2.786,#273,3.786,3.786,#525,2.714,2.714,#810,2.036,2.036,#758,2.357,2.357
#648,2.462,2.462,#705,2.385,2.385,#483,2.923,2.923,#406,3.538,3.538,#461,2.846,2.846,#151,3.846,3.846,#793,2.231,2.231
#649,2.460,2.750,#608,2.683,3.000,#332,3.242,3.625,#335,3.690,4.125,#646,2.348,2.625,#558,2.795,3.125,#672,2.571,2.875
#650,2.455,2.455,#449,3.091,3.091,#562,2.727,2.727,#105,4.091,4.091,#897,1.364,1.364,#791,2.091,2.091,#777,2.273,2.273
#650,2.455,2.455,#733,2.273,2.273,#669,2.455,2.455,#309,3.727,3.727,#806,1.727,1.727,#556,2.818,2.818,#544,2.909,2.909
#650,2.455,2.455,#674,2.455,2.455,#708,2.364,2.364,#873,2.364,2.364,#897,1.364,1.364,#584,2.727,2.727,#415,3.182,3.182
#653,2.453,3.167,#718,2.324,3.000,#798,2.066,2.667,#634,3.098,4.000,#653,2.324,3.000,#832,1.936,2.500,#618,2.711,3.500
#653,2.453,3.167,#956,1.291,1.667,#718,2.324,3.000,#689,2.969,3.833,#653,2.324,3.000,#722,2.324,3.000,#580,2.840,3.667
#653,2.453,3.167,#760,2.195,2.833,#828,1.936,2.500,#738,2.840,3.667,#688,2.195,2.833,#889,1.678,2.167,#580,2.840,3.667
#653,2.453,3.167,#675,2.453,3.167,#718,2.324,3.000,#908,2.195,2.833,#338,3.098,4.000,#682,2.453,3.167,#396,3.227,4.167
#653,2.453,3.167,#593,2.711,3.500,#671,2.453,3.167,#634,3.098,4.000,#688,2.195,2.833,#832,1.936,2.500,#618,2.711,3.500
#653,2.453,3.167,#893,1.678,2.167,#512,2.840,3.667,#689,2.969,3.833,#571,2.582,3.333,#442,3.098,4.000,#618,2.711,3.500
#653,2.453,3.167,#446,3.098,4.000,#828,1.936,2.500,#770,2.711,3.500,#653,2.324,3.000,#682,2.453,3.167,#721,2.453,3.167
#653,2.453,3.167,#760,2.195,2.833,#671,2.453,3.167,#843,2.453,3.167,#653,2.324,3.000,#588,2.711,3.500,#765,2.324,3.000
#653,2.453,3.167,#760,2.195,2.833,#718,2.324,3.000,#770,2.711,3.500,#653,2.324,3.000,#442,3.098,4.000,#871,1.936,2.500
#653,2.453,3.167,#509,2.969,3.833,#798,2.066,2.667,#738,2.840,3.667,#527,2.711,3.500,#588,2.711,3.500,#721,2.453,3.167
#663,2.424,2.556,#683,2.424,2.556,#682,2.424,2.556,#734,2.846,3.000,#602,2.530,2.667,#289,3.479,3.667,#420,3.162,3.333
#663,2.424,2.556,#723,2.319,2.444,#596,2.635,2.778,#734,2.846,3.000,#661,2.319,2.444,#662,2.530,2.667,#522,2.951,3.111
#663,2.424,2.556,#586,2.741,2.889,#794,2.108,2.222,#895,2.214,2.333,#511,2.741,2.889,#503,2.951,3.111,#771,2.319,2.444
#666,2.404,3.400,#639,2.546,3.600,#817,1.980,2.800,#683,2.970,4.200,#742,1.980,2.800,#882,1.697,2.400,#680,2.546,3.600
#666,2.404,3.400,#741,2.263,3.200,#741,2.263,3.200,#783,2.687,3.800,#625,2.404,3.400,#784,2.121,3.000,#680,2.546,3.600
#666,2.404,3.400,#882,1.697,2.400,#787,2.121,3.000,#613,3.111,4.400,#625,2.404,3.400,#650,2.546,3.600,#819,2.121,3.000
#666,2.404,3.400,#686,2.404,3.400,#787,2.121,3.000,#847,2.404,3.400,#709,2.121,3.000,#740,2.263,3.200,#680,2.546,3.600
#666,2.404,3.400,#741,2.263,3.200,#522,2.828,4.000,#783,2.687,3.800,#709,2.121,3.000,#492,2.970,4.200,#781,2.263,3.200
#666,2.404,3.400,#741,2.263,3.200,#886,1.697,2.400,#747,2.828,4.000,#810,1.697,2.400,#915,1.556,2.200,#915,1.697,2.400
#666,2.404,3.400,#602,2.687,3.800,#629,2.546,3.600,#783,2.687,3.800,#709,2.121,3.000,#548,2.828,4.000,#680,2.546,3.600
#666,2.404,3.400,#639,2.546,3.600,#684,2.404,3.400,#885,2.263,3.200,#810,1.697,2.400,#698,2.404,3.400,#734,2.404,3.400
#666,2.404,3.400,#639,2.546,3.600,#629,2.546,3.600,#885,2.263,3.200,#625,2.404,3.400,#604,2.687,3.800,#734,2.404,3.400
#675,2.400,2.400,#727,2.300,2.300,#607,2.600,2.600,#577,3.200,3.200,#957,1.100,1.100,#521,2.900,2.900,#407,3.200,3.200
#676,2.390,2.857,#899,1.673,2.000,#603,2.630,3.143,#621,3.108,3.714,#458,2.869,3.429,#811,2.032,2.429,#507,2.988,3.571
#676,2.390,2.857,#655,2.510,3.000,#553,2.749,3.286,#672,2.988,3.571,#404,2.988,3.571,#489,2.988,3.571,#658,2.630,3.143
#676,2.390,2.857,#388,3.227,3.857,#736,2.271,2.714,#441,3.466,4.143,#555,2.630,3.143,#770,2.151,2.571,#565,2.869,3.429
#676,2.390,2.857,#655,2.510,3.000,#553,2.749,3.286,#803,2.630,3.143,#700,2.151,2.571,#624,2.630,3.143,#702,2.510,3.000
#676,2.390,2.857,#918,1.554,1.857,#693,2.390,2.857,#916,2.151,2.571,#796,1.793,2.143,#770,2.151,2.571,#746,2.390,2.857
#676,2.390,2.857,#835,1.912,2.286,#693,2.390,2.857,#718,2.869,3.429,#604,2.510,3.000,#712,2.390,2.857,#507,2.988,3.571
#682,2.372,3.750,#408,3.162,5.000,#704,2.372,3.750,#775,2.688,4.250,#766,1.897,3.000,#796,2.055,3.250,#693,2.530,4.000
#682,2.372,3.750,#708,2.372,3.750,#846,1.897,3.000,#725,2.846,4.500,#729,2.055,3.250,#796,2.055,3.250,#906,1.739,2.750
#682,2.372,3.750,#708,2.372,3.750,#758,2.214,3.500,#775,2.688,4.250,#679,2.214,3.500,#754,2.214,3.500,#693,2.530,4.000
#685,2.366,2.366,#427,3.122,3.122,#740,2.268,2.268,#764,2.756,2.756,#546,2.683,2.683,#632,2.610,2.610,#576,2.854,2.854
#686,2.357,2.357,#390,3.214,3.214,#681,2.429,2.429,#703,2.929,2.929,#665,2.286,2.286,#777,2.143,2.143,#728,2.429,2.429
#686,2.357,2.357,#481,3.000,3.000,#757,2.214,2.214,#596,3.143,3.143,#859,1.500,1.500,#692,2.429,2.429,#488,3.000,3.000
#688,2.348,2.625,#563,2.795,3.125,#712,2.348,2.625,#502,3.354,3.750,#577,2.571,2.875,#470,3.019,3.375,#714,2.460,2.750
#688,2.348,2.625,#897,1.677,1.875,#750,2.236,2.500,#706,2.907,3.250,#764,1.901,2.125,#420,3.130,3.500,#714,2.460,2.750
#688,2.348,2.625,#608,2.683,3.000,#660,2.460,2.750,#760,2.795,3.125,#646,2.348,2.625,#608,2.683,3.000,#854,2.012,2.250
#688,2.348,2.625,#525,2.907,3.250,#750,2.236,2.500,#602,3.130,3.500,#485,2.795,3.125,#748,2.236,2.500,#481,3.019,3.375
#694,2.348,2.348,#572,2.783,2.783,#784,2.130,2.130,#756,2.826,2.826,#433,2.913,2.913,#648,2.565,2.565,#542,2.913,2.913
#695,2.333,2.333,#481,3.000,3.000,#717,2.333,2.333,#644,3.083,3.083,#298,3.167,3.167,#473,3.000,3.000,#648,2.667,2.667
#695,2.333,2.333,#863,1.800,1.800,#782,2.133,2.133,#799,2.667,2.667,#481,2.800,2.800,#36,4.333,4.333,#198,3.667,3.667
#697,2.324,3.000,#380,3.227,4.167,#615,2.582,3.333,#738,2.840,3.667,#722,2.066,2.667,#722,2.324,3.000,#580,2.840,3.667
#697,2.324,3.000,#380,3.227,4.167,#718,2.324,3.000,#371,3.615,4.667,#905,1.291,1.667,#635,2.582,3.333,#618,2.711,3.500
#697,2.324,3.000,#593,2.711,3.500,#771,2.195,2.833,#498,3.357,4.333,#754,1.936,2.500,#722,2.324,3.000,#765,2.324,3.000
#697,2.324,3.000,#675,2.453,3.167,#798,2.066,2.667,#908,2.195,2.833,#883,1.420,1.833,#864,1.807,2.333,#667,2.582,3.333
#701,2.319,2.444,#586,2.741,2.889,#473,2.951,3.111,#587,3.162,3.333,#365,3.057,3.222,#577,2.741,2.889,#655,2.635,2.778
#701,2.319,2.444,#360,3.268,3.444,#794,2.108,2.222,#269,3.795,4.000,#602,2.530,2.667,#409,3.162,3.333,#700,2.530,2.667
#703,2.316,2.316,#467,3.053,3.053,#808,2.053,2.053,#391,3.579,3.579,#576,2.579,2.579,#356,3.316,3.316,#423,3.158,3.158
#704,2.313,2.313,#872,1.750,1.750,#478,2.938,2.938,#291,3.750,3.750,#453,2.875,2.875,#567,2.750,2.750,#788,2.250,2.250
#705,2.273,2.273,#733,2.273,2.273,#734,2.273,2.273,#802,2.636,2.636,#519,2.727,2.727,#332,3.364,3.364,#689,2.545,2.545
#705,2.273,2.273,#951,1.364,1.364,#734,2.273,2.273,#309,3.727,3.727,#668,2.273,2.273,#717,2.364,2.364,#591,2.818,2.818
#707,2.271,2.714,#812,2.032,2.429,#693,2.390,2.857,#621,3.108,3.714,#961,1.076,1.286,#624,2.630,3.143,#610,2.749,3.286
#707,2.271,2.714,#835,1.912,2.286,#809,2.032,2.429,#803,2.630,3.143,#555,2.630,3.143,#294,3.466,4.143,#778,2.271,2.714
#707,2.271,2.714,#579,2.749,3.286,#648,2.510,3.000,#672,2.988,3.571,#796,1.793,2.143,#665,2.510,3.000,#658,2.630,3.143
#707,2.271,2.714,#533,2.869,3.429,#462,2.988,3.571,#621,3.108,3.714,#604,2.510,3.000,#735,2.271,2.714,#810,2.151,2.571
#707,2.271,2.714,#812,2.032,2.429,#648,2.510,3.000,#672,2.988,3.571,#635,2.390,2.857,#624,2.630,3.143,#877,1.912,2.286
#707,2.271,2.714,#579,2.749,3.286,#778,2.151,2.571,#511,3.347,4.000,#700,2.151,2.571,#570,2.749,3.286,#443,3.108,3.714
#707,2.271,2.714,#735,2.271,2.714,#603,2.630,3.143,#326,3.705,4.429,#760,1.912,2.286,#770,2.151,2.571,#746,2.390,2.857
#707,2.271,2.714,#835,1.912,2.286,#839,1.912,2.286,#916,2.151,2.571,#505,2.749,3.286,#386,3.227,3.857,#848,2.032,2.429
#715,2.267,2.267,#716,2.333,2.333,#640,2.533,2.533,#721,2.867,2.867,#721,2.067,2.067,#779,2.133,2.133,#308,3.400,3.400
#716,2.263,3.200,#820,1.980,2.800,#575,2.687,3.800,#783,2.687,3.800,#625,2.404,3.400,#698,2.404,3.400,#637,2.687,3.800
#716,2.263,3.200,#602,2.687,3.800,#629,2.546,3.600,#613,3.111,4.400,#846,1.556,2.200,#949,1.414,2.000,#819,2.121,3.000
#716,2.263,3.200,#849,1.838,2.600,#817,1.980,2.800,#747,2.828,4.000,#472,2.828,4.000,#604,2.687,3.800,#819,2.121,3.000
#716,2.263,3.200,#602,2.687,3.800,#629,2.546,3.600,#783,2.687,3.800,#810,1.697,2.400,#915,1.556,2.200,#781,2.263,3.200
#716,2.263,3.200,#778,2.121,3.000,#741,2.263,3.200,#819,2.546,3.600,#327,3.111,4.400,#323,3.394,4.800,#637,2.687,3.800
#716,2.263,3.200,#547,2.828,4.000,#741,2.263,3.200,#885,2.263,3.200,#592,2.546,3.600,#548,2.828,4.000,#513,2.970,4.200
#716,2.263,3.200,#639,2.546,3.600,#575,2.687,3.800,#747,2.828,4.000,#592,2.546,3.600,#698,2.404,3.400,#637,2.687,3.800
